X,Z,thk(m),rho(Ohmm),mpa(rad),tau_p(s),c()
283.479,395.124,7.622,49.912,0.0,1e-06,0.1
283.479,395.124,6.949,23.62,0.2,0.00013,0.63
283.479,395.124,12.715,12.715,0.4,0.00013,0.271
283.479,395.124,7.931,23.226,0.4,0.0001,0.463
283.479,395.124,7.981,29.264,0.3,0.0001,0.497
283.479,395.124,0.0,32.46,0.3,9.8e-05,0.509
