time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
1.255000e-05,7.781121094e-05,7.860400000e-05,7.253240000e-08,6.288320000e-06,2.492783460e+02,2.477300000e+02
1.456000e-05,3.070517633e-05,3.677360000e-05,2.795000000e-08,2.941888000e-06,3.617225008e+02,3.208900000e+02
1.744000e-05,4.404621567e-06,7.069200000e-06,1.325604000e-08,5.655360000e-07,9.770924972e+02,7.128300000e+02
2.146000e-05,-5.012268912e-06,-6.677040000e-06,2.241160000e-08,5.341632000e-07,-6.344242505e+02,-5.238500000e+02
2.549000e-05,-6.432101625e-06,-7.512960000e-06,2.265240000e-09,6.010368000e-07,-4.032743093e+02,-3.636600000e+02
2.950000e-05,-5.765905365e-06,-7.146600000e-06,1.752680000e-08,5.717280000e-07,-3.400195175e+02,-2.946200000e+02
3.528000e-05,-4.180191583e-06,-3.801200000e-06,2.088080000e-09,3.040960000e-07,-3.126850579e+02,-3.331600000e+02
4.330000e-05,-2.443670976e-06,-2.449280000e-06,7.105320000e-09,1.959424000e-07,-3.178902680e+02,-3.173200000e+02
5.140000e-05,-1.426106803e-06,-1.293096000e-06,4.535640000e-09,1.034476800e-07,-3.420416405e+02,-3.650800000e+02
5.941000e-05,-8.394533421e-07,-7.026200000e-07,3.219840000e-09,5.620960000e-08,-3.825503331e+02,-4.307600000e+02
7.095000e-05,-3.716313910e-07,-3.243920000e-07,2.232560000e-09,2.595136000e-08,-4.899178764e+02,-5.363100000e+02
8.707000e-05,-1.124381368e-07,-1.305480000e-07,2.299640000e-09,1.044384000e-08,-7.727912790e+02,-6.995100000e+02
