,sensitivity,confidence
$\mathrm{thk}_{1}$,2.079259075669999,1.2830327075082693
$\mathrm{thk}_{2}$,2.5313628408939306,1.6054755854366785
$\mathrm{thk}_{3}$,3.011511032941206,1.8868731763939075
$\mathrm{thk}_{4}$,2.4583397041497115,1.5503757974060428
$\mathrm{thk}_{5}$,1.9559685275045948,1.3048548341631738
$\mathrm{thk}_{6}$,2.202548850314788,1.351103153636926
$\mathrm{thk}_{7}$,3.067401089300345,2.0068701635713255
$\mathrm{thk}_{8}$,1.970608594497915,1.1920282821842674
$\mathrm{thk}_{9}$,2.0381923645409885,1.2813621476852717
$\rho_{1}$,2.356554731887359,1.452253501036669
$\rho_{2}$,3.240834304066684,2.001917252888634
$\rho_{3}$,2.1949269151579327,1.3154241008140373
$\rho_{4}$,2.402148350425995,1.4790996073729539
$\rho_{5}$,1.873373854119142,1.1616687882697463
$\rho_{6}$,1.9691418335348314,1.1401989544121074
$\rho_{7}$,2.0829789466990203,1.3228195553616695
$\rho_{8}$,3.026536696353493,1.8216255422550212
$\rho_{9}$,2.3639472024165986,1.536917369466168
$\rho_{10}$,1.9859807215570109,1.2834993127883225
